,name,size,monster_type,alignment,ac,hp,strength,dex,con,intel,wis,cha,senses,languages,cr,str_save,dex_save,con_save,int_save,wis_save,cha_save,speed,swim,fly,climb,burrow,number_legendary_actions,history,perception,stealth,persuasion,insight,deception,arcana,religion,acrobatics,athletics,intimidation
237,Rhinoceros,Large,Beast,unaligned,11,45,21,8,15,2,12,6,standard senses,no language,2.0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Riding Horse,Large,Beast,unaligned,10,13,16,10,12,2,11,7,standard senses,no language,0.25,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Roc,Gargantuan,Monstrosity,unaligned,15,248,28,10,20,3,10,9,passive Perception 14,no language,11.0,0,4,9,0,4,3,20,0,120,0,0,0,0,4,0,0,0,0,0,0,0,0,0
240,Roper,Large,Monstrosity,neutral evil,20,93,18,8,17,7,16,6,"Darkvision 60 Ft., passive Perception 16",no language,5.0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Rug Of Smothering,Large,Construct,unaligned,12,33,17,14,10,1,3,1,"Blindsight 60 Ft. (Blind Beyond This Radius), passive Perception 6",no language,2.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Rust Monster,Medium,Monstrosity,unaligned,14,27,13,12,13,2,13,6,standard senses,no language,0.5,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Saber-Toothed Tiger,Large,Beast,unaligned,12,52,18,14,15,3,12,8,passive Perception 13,no language,2.0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Sahuagin,Medium,Humanoid (sahuagin),lawful evil,12,22,13,11,12,12,13,9,"Darkvision 120 Ft., passive Perception 15",Sahuagin,0.5,0,0,0,0,0,0,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Salamander,Large,Elemental,neutral evil,15,90,18,14,15,11,10,12,"Darkvision 60 Ft., passive Perception 10",Ignan,5.0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Satyr,Medium,Fey,chaotic neutral,14,31,12,16,11,12,10,14,passive Perception 12,"Common, Elvish, Sylvan",0.5,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Scorpion,Tiny,Beast,unaligned,11,1,2,11,8,1,8,2,standard senses,no language,0.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Scout,Medium,Humanoid (any race),any alignment,13,16,11,14,12,11,13,11,passive Perception 15,Any One Language (Usually Common),0.5,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Sea Hag,Medium,Fey,chaotic evil,14,52,16,13,16,12,12,13,standard senses,"Aquan, Common, Giant",2.0,0,0,0,0,0,0,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Sea Horse,Tiny,Beast,unaligned,11,1,1,12,8,1,10,2,standard senses,no language,0.0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Shadow,Medium,Undead,chaotic evil,12,16,6,14,13,6,10,8,"Darkvision 60 Ft., passive Perception 10",no language,0.5,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Shambling Mound,Large,Plant,unaligned,15,136,18,8,16,5,10,5,"Blindsight 60 Ft. (Blind Beyond This Radius), passive Perception 10",no language,5.0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Shield Guardian,Large,Construct,unaligned,17,142,18,8,18,7,10,3,"Blindsight 10 Ft., Darkvision 60 Ft., passive Perception 10",Understands Commands Given In Any Language But Can't Speak,7.0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Shrieker,Medium,Plant,unaligned,5,13,1,1,10,1,3,1,"Blindsight 30 Ft. (Blind Beyond This Radius), passive Perception 6",no language,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Silver Dragon Wyrmling,Medium,Dragon,lawful good,17,45,19,10,17,12,11,15,"Blindsight 10 Ft., Darkvision 60 Ft., passive Perception 14",Draconic,2.0,0,2,5,0,2,4,30,0,60,0,0,0,0,4,2,0,0,0,0,0,0,0,0
256,Skeleton,Medium,Undead,lawful evil,13,13,10,14,15,6,8,5,"Darkvision 60 Ft., passive Perception 9",Understands All Languages It Spoke In Life But Can't Speak,0.25,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Solar,Large,Celestial,lawful good,21,243,26,22,26,25,25,30,"Truesight 120 Ft., passive Perception 24","All, Telepathy 120 Ft.",21.0,0,0,0,14,14,17,50,0,150,0,0,3,0,14,0,0,0,0,0,0,0,0,0
258,Specter,Medium,Undead,chaotic evil,12,22,1,14,11,10,10,11,"Darkvision 60 Ft., passive Perception 10",Understands All Languages It Knew In Life But Can't Speak,1.0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Spider,Tiny,Beast,unaligned,12,1,2,14,8,1,10,2,"Darkvision 30 Ft., passive Perception 12",no language,0.0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Spirit Naga,Large,Monstrosity,chaotic evil,15,75,18,17,14,16,15,16,"Darkvision 60 Ft., passive Perception 12","Abyssal, Common",8.0,0,6,5,0,5,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Sprite,Tiny,Fey,neutral good,15,2,3,18,10,14,13,11,passive Perception 13,"Common, Elvish, Sylvan",0.25,0,0,0,0,0,0,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Spy,Medium,Humanoid (any race),any alignment,12,27,10,15,10,12,14,16,passive Perception 16,Any Two Languages,1.0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Steam Mephit,Small,Elemental,neutral evil,10,21,5,11,10,11,10,12,"Darkvision 60 Ft., passive Perception 10","Aquan, Ignan",0.25,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Stirge,Tiny,Beast,unaligned,14,2,4,16,11,2,8,6,standard senses,no language,0.125,0,0,0,0,0,0,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Stone Giant,Huge,Giant,neutral,17,126,23,15,20,10,12,9,"Darkvision 60 Ft., passive Perception 14",Giant,7.0,0,5,8,0,4,0,40,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0
266,Stone Golem,Large,Construct,unaligned,17,178,22,9,20,3,11,1,"Darkvision 120 Ft., passive Perception 10",Understands The Languages Of Its Creator But Can't Speak,10.0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Storm Giant,Huge,Giant,chaotic good,16,230,29,14,20,16,18,18,passive Perception 19,"Common, Giant",13.0,14,0,10,0,9,9,50,50,0,0,0,0,8,9,0,0,0,0,8,0,0,14,0
268,Succubus,Medium,Fiend (shapechanger),neutral evil,15,66,8,17,13,15,12,20,"Darkvision 60 ft., passive Perception 15","Abyssal, Common, Infernal, Telepathy 60 ft.",4.0,0,0,0,0,0,0,30,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Succubus (Incubus),Medium,Fiend (shapechanger),neutral evil,15,66,8,17,13,15,12,20,"Darkvision 60 Ft., passive Perception 15","Abyssal, Common, Infernal, Telepathy 60 Ft.",4.0,0,0,0,0,0,0,30,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Swarm Of Bats,Medium,Swarm of tiny beasts,unaligned,12,22,5,15,10,2,12,4,"Blindsight 60 Ft., passive Perception 11",no language,0.25,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Swarm Of Beetles,Medium,Swarm of tiny beasts,unaligned,12,22,3,13,10,1,7,1,"Blindsight 10 Ft., passive Perception 8",no language,0.5,0,0,0,0,0,0,20,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0
272,Swarm Of Centipedes,Medium,Swarm of tiny beasts,unaligned,12,22,3,13,10,1,7,1,"Blindsight 10 Ft., passive Perception 8",no language,0.5,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Swarm Of Insects,Medium,Swarm of tiny beasts,unaligned,12,22,3,13,10,1,7,1,"Blindsight 10 Ft., passive Perception 8",no language,0.5,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Swarm Of Poisonous Snakes,Medium,Swarm of tiny beasts,unaligned,14,36,8,18,11,1,10,3,"Blindsight 10 Ft., passive Perception 10",no language,2.0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Swarm Of Quippers,Medium,Swarm of tiny beasts,unaligned,13,28,13,16,9,1,7,2,"Darkvision 60 Ft., passive Perception 8",no language,1.0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Swarm Of Rats,Medium,Swarm of tiny beasts,unaligned,10,24,9,11,9,2,10,3,"Darkvision 30 Ft., passive Perception 10",no language,0.25,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Swarm Of Ravens,Medium,Swarm of tiny beasts,unaligned,12,24,6,14,8,3,12,6,passive Perception 15,no language,0.25,0,0,0,0,0,0,10,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Swarm Of Spiders,Medium,Swarm of tiny beasts,unaligned,12,22,3,13,10,1,7,1,"Blindsight 10 Ft., passive Perception 8",no language,0.5,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Swarm Of Wasps,Medium,Swarm of tiny beasts,unaligned,12,22,3,13,10,1,7,1,"Blindsight 10 Ft., passive Perception 8",no language,0.5,0,0,0,0,0,0,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Tarrasque,Gargantuan,Monstrosity (titan),unaligned,25,676,30,11,30,3,11,11,"Blindsight 120 Ft., passive Perception 10",no language,30.0,0,0,0,5,9,9,40,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
281,Thug,Medium,Humanoid (any race),any non-good alignment,11,32,15,11,14,10,10,11,passive Perception 10,Any One Language (Usually Common),0.5,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Tiger,Large,Beast,unaligned,12,37,17,15,14,3,12,8,"Darkvision 60 Ft., passive Perception 13",no language,1.0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Treant,Huge,Plant,chaotic good,16,138,23,8,21,12,16,12,passive Perception 13,"Common, Druidic, Elvish, Sylvan",9.0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Tribal Warrior,Medium,Humanoid (any race),any alignment,12,11,13,11,12,8,11,8,standard senses,Any One Language,0.125,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Triceratops,Huge,Beast,unaligned,13,95,22,9,17,2,11,5,standard senses,no language,5.0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Troll,Large,Giant,chaotic evil,15,84,18,13,20,7,9,7,"Darkvision 60 Ft., passive Perception 12",Giant,5.0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Tyrannosaurus Rex,Huge,Beast,unaligned,13,136,25,10,19,2,12,9,passive Perception 14,no language,8.0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Unicorn,Large,Celestial,lawful good,12,67,18,14,15,11,17,16,"Darkvision 60 Ft., passive Perception 13","Celestial, Elvish, Sylvan, Telepathy 60 Ft.",5.0,0,0,0,0,0,0,50,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
289,Vampire,Medium,Undead (shapechanger),lawful evil,16,144,18,18,18,17,15,18,"Darkvision 120 Ft., passive Perception 17",The Languages It Knew In Life,13.0,0,9,0,0,7,9,30,0,0,0,0,3,0,7,9,0,0,0,0,0,0,0,0
290,Vampire Spawn,Medium,Undead,neutral evil,15,82,16,16,16,11,10,12,"Darkvision 60 Ft., passive Perception 13",The Languages It Knew In Life,5.0,0,6,0,0,3,0,30,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0
291,Veteran,Medium,Humanoid (any race),any alignment,17,58,16,13,14,10,11,10,passive Perception 12,Any One Language (Usually Common),3.0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Violet Fungus,Medium,Plant,unaligned,5,18,3,1,10,1,3,1,"Blindsight 30 Ft. (Blind Beyond This Radius), passive Perception 6",no language,0.25,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Vrock,Large,Fiend (demon),chaotic evil,15,104,17,15,18,8,13,8,"Darkvision 120 Ft., passive Perception 11","Abyssal, Telepathy 120 Ft.",6.0,0,5,0,0,4,2,40,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Vulture,Medium,Beast,unaligned,10,5,7,10,13,2,12,4,passive Perception 13,no language,0.0,0,0,0,0,0,0,10,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Warhorse,Large,Beast,unaligned,11,19,18,12,13,2,12,7,standard senses,no language,0.5,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Warhorse Skeleton,Large,Undead,lawful evil,13,22,18,12,15,2,8,5,"Darkvision 60 Ft., passive Perception 9",no language,0.5,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Water Elemental,Large,Elemental,neutral,14,114,18,14,18,5,10,8,"Darkvision 60 Ft., passive Perception 10",Aquan,5.0,0,0,0,0,0,0,30,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Weasel,Tiny,Beast,unaligned,13,1,3,16,8,2,12,3,passive Perception 13,no language,0.0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Werebear,Medium,Humanoid (human,shapechanger),10,135,19,10,17,11,12,12,passive Perception 17,Common (Can't Speak In Bear Form),5.0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Wereboar,Medium,Humanoid (human,shapechanger),10,78,17,10,15,10,11,8,passive Perception 12,Common (Can't Speak In Boar Form),4.0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Wererat,Medium,Humanoid (human,shapechanger),12,33,10,15,12,11,10,8,"Darkvision 60 Ft. (Rat Form Only), passive Perception 12",Common (Can't Speak In Rat Form),2.0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Weretiger,Medium,Humanoid (human,shapechanger),12,120,17,15,16,10,13,11,"Darkvision 60 Ft., passive Perception 15",Common (Can't Speak In Tiger Form),4.0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Werewolf,Medium,Humanoid (human,shapechanger),11,58,15,13,14,10,11,10,passive Perception 14,Common (Can't Speak In Wolf Form),3.0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,White Dragon Wyrmling,Medium,Dragon,chaotic evil,16,32,14,10,14,5,10,11,"Blindsight 10 Ft., Darkvision 60 Ft., passive Perception 14",Draconic,2.0,0,2,4,0,2,2,30,30,60,0,15,0,0,4,2,0,0,0,0,0,0,0,0
305,Wight,Medium,Undead,neutral evil,14,45,15,14,16,10,13,15,"Darkvision 60 Ft., passive Perception 13",The Languages It Knew In Life,3.0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Will-O'-Wisp,Tiny,Undead,chaotic evil,19,22,1,28,10,13,14,11,"Darkvision 120 ft., passive Perception 12",the languages it knew in life,2.0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Winter Wolf,Large,Monstrosity,neutral evil,13,75,18,13,14,7,12,8,passive Perception 15,"Common, Giant, Winter Wolf",3.0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Wolf,Medium,Beast,unaligned,13,11,12,15,12,3,12,6,passive Perception 13,no language,0.25,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Worg,Large,Monstrosity,neutral evil,13,26,16,13,13,7,11,8,"Darkvision 60 Ft., passive Perception 14","Goblin, Worg",0.5,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Wraith,Medium,Undead,neutral evil,13,67,6,16,16,12,14,15,"Darkvision 60 Ft., passive Perception 12",The Languages It Knew In Life,5.0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Wyvern,Large,Dragon,unaligned,13,110,19,10,16,5,12,6,"Darkvision 60 Ft., passive Perception 14",no language,6.0,0,0,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Xorn,Medium,Elemental,neutral,19,73,17,10,22,11,10,11,"Darkvision 60 Ft., Tremorsense 60 Ft., passive Perception 16",Terran,5.0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
313,Young Black Dragon,Large,Dragon,chaotic evil,18,127,19,14,17,12,11,15,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 16","Common, Draconic",7.0,0,5,6,0,3,5,40,40,80,0,0,0,0,6,5,0,0,0,0,0,0,0,0
314,Young Blue Dragon,Large,Dragon,lawful evil,18,152,21,10,19,14,13,17,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 19","Common, Draconic",9.0,0,4,8,0,5,7,40,0,80,0,40,0,0,9,4,0,0,0,0,0,0,0,0
315,Young Brass Dragon,Large,Dragon,chaotic good,17,110,19,10,17,12,11,15,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 16","Common, Draconic",6.0,0,3,6,0,3,5,40,0,80,0,20,0,0,6,3,5,0,0,0,0,0,0,0
316,Young Bronze Dragon,Large,Dragon,lawful good,18,142,21,10,19,14,13,17,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 17","Common, Draconic",8.0,0,3,7,0,4,6,40,40,80,0,0,0,0,7,3,0,4,0,0,0,0,0,0
317,Young Copper Dragon,Large,Dragon,chaotic good,17,119,19,12,17,16,13,15,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 17","Common, Draconic",7.0,0,4,6,0,4,5,40,0,80,40,0,0,0,7,4,0,0,5,0,0,0,0,0
318,Young Gold Dragon,Large,Dragon,lawful good,18,178,23,14,21,16,13,20,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 19","Common, Draconic",10.0,0,6,9,0,5,9,40,40,80,0,0,0,0,9,6,9,5,0,0,0,0,0,0
319,Young Green Dragon,Large,Dragon,lawful evil,18,136,19,12,17,16,13,15,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 17","Common, Draconic",8.0,0,4,6,0,4,5,40,40,80,0,0,0,0,7,4,0,0,5,0,0,0,0,0
320,Young Red Dragon,Large,Dragon,chaotic evil,18,178,23,10,21,14,11,19,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 18","Common, Draconic",10.0,0,4,9,0,4,8,40,0,80,40,0,0,0,8,4,0,0,0,0,0,0,0,0
321,Young Silver Dragon,Large,Dragon,lawful good,18,168,23,10,21,14,11,19,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 18","Common, Draconic",9.0,0,4,9,0,4,8,40,0,80,0,0,0,6,8,4,0,0,0,6,0,0,0,0
322,Young White Dragon,Large,Dragon,chaotic evil,17,133,18,10,18,6,11,12,"Blindsight 30 Ft., Darkvision 120 Ft., passive Perception 16","Common, Draconic",6.0,0,3,7,0,3,4,40,40,80,0,20,0,0,6,3,0,0,0,0,0,0,0,0
323,Zombie,Medium,Undead,neutral evil,8,22,13,6,16,3,6,5,"Darkvision 60 Ft., passive Perception 8",Understands All Languages It Spoke In Life But Can't Speak,0.25,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
